ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2017,"2017",0,"Total",27115,10773,"Census Tract 62, Fulton County, GA","14000US13121006200"
2017,"2017",0,"Total",24893,5604,"Census Tract 63, Fulton County, GA","14000US13121006300"
2017,"2017",0,"Total",43690,10861,"Census Tract 64, Fulton County, GA","14000US13121006400"
2017,"2017",0,"Total",39274,9849,"Census Tract 65, Fulton County, GA","14000US13121006500"
2017,"2017",0,"Total",36250,8102,"Census Tract 66.01, Fulton County, GA","14000US13121006601"
2017,"2017",0,"Total",20170,5108,"Census Tract 66.02, Fulton County, GA","14000US13121006602"
2017,"2017",0,"Total",23017,5770,"Census Tract 67, Fulton County, GA","14000US13121006700"
2017,"2017",0,"Total",9815,2874,"Census Tract 68.02, Fulton County, GA","14000US13121006802"
2017,"2017",0,"Total",71359,18131,"Census Tract 69, Fulton County, GA","14000US13121006900"
2017,"2017",0,"Total",26436,5818,"Census Tract 70.01, Fulton County, GA","14000US13121007001"
2017,"2017",0,"Total",34286,9371,"Census Tract 70.02, Fulton County, GA","14000US13121007002"
2017,"2017",0,"Total",22500,8521,"Census Tract 71, Fulton County, GA","14000US13121007100"
2017,"2017",0,"Total",24722,5430,"Census Tract 72, Fulton County, GA","14000US13121007200"
2017,"2017",0,"Total",24465,4464,"Census Tract 73, Fulton County, GA","14000US13121007300"
2017,"2017",0,"Total",17796,4288,"Census Tract 74, Fulton County, GA","14000US13121007400"
2017,"2017",0,"Total",23563,3393,"Census Tract 75, Fulton County, GA","14000US13121007500"
2017,"2017",0,"Total",34136,3732.9999999999995,"Census Tract 76.02, Fulton County, GA","14000US13121007602"
2017,"2017",0,"Total",13792,1942,"Census Tract 76.03, Fulton County, GA","14000US13121007603"
2017,"2017",0,"Total",18537,4810,"Census Tract 76.04, Fulton County, GA","14000US13121007604"
2017,"2017",0,"Total",42150,6165,"Census Tract 77.03, Fulton County, GA","14000US13121007703"
2017,"2017",0,"Total",30497,2170,"Census Tract 77.04, Fulton County, GA","14000US13121007704"
2017,"2017",0,"Total",22592,3433,"Census Tract 77.05, Fulton County, GA","14000US13121007705"
2017,"2017",0,"Total",36369,3470.0000000000005,"Census Tract 77.06, Fulton County, GA","14000US13121007706"
2017,"2017",0,"Total",44932,11739,"Census Tract 78.02, Fulton County, GA","14000US13121007802"
2017,"2017",0,"Total",33255,3207,"Census Tract 78.05, Fulton County, GA","14000US13121007805"
2017,"2017",0,"Total",31192,8361,"Census Tract 78.06, Fulton County, GA","14000US13121007806"
2017,"2017",0,"Total",21912,8138,"Census Tract 78.07, Fulton County, GA","14000US13121007807"
2017,"2017",0,"Total",12266,1861,"Census Tract 78.08, Fulton County, GA","14000US13121007808"
2017,"2017",0,"Total",54467,6192,"Census Tract 79, Fulton County, GA","14000US13121007900"
2017,"2017",0,"Total",41450,7479,"Census Tract 80, Fulton County, GA","14000US13121008000"
2017,"2017",0,"Total",31833,10559,"Census Tract 81.01, Fulton County, GA","14000US13121008101"
2017,"2017",0,"Total",24940,2764,"Census Tract 81.02, Fulton County, GA","14000US13121008102"
2017,"2017",0,"Total",31037,9019,"Census Tract 82.01, Fulton County, GA","14000US13121008201"
2017,"2017",0,"Total",27454,3290,"Census Tract 82.02, Fulton County, GA","14000US13121008202"
2017,"2017",0,"Total",27023,4767,"Census Tract 83.01, Fulton County, GA","14000US13121008301"
2017,"2017",0,"Total",28949,3393,"Census Tract 83.02, Fulton County, GA","14000US13121008302"
2017,"2017",0,"Total",21708,3818.9999999999995,"Census Tract 84, Fulton County, GA","14000US13121008400"
2017,"2017",0,"Total",28364,5855,"Census Tract 85, Fulton County, GA","14000US13121008500"
2017,"2017",0,"Total",21846,2503,"Census Tract 86.01, Fulton County, GA","14000US13121008601"
2017,"2017",0,"Total",36815,2935,"Census Tract 86.02, Fulton County, GA","14000US13121008602"
2017,"2017",0,"Total",29583,5613,"Census Tract 87, Fulton County, GA","14000US13121008700"
2017,"2017",0,"Total",95524,17032,"Census Tract 88, Fulton County, GA","14000US13121008800"
2017,"2017",0,"Total",57142,5928,"Census Tract 89.02, Fulton County, GA","14000US13121008902"
2017,"2017",0,"Total",71548,6214,"Census Tract 89.03, Fulton County, GA","14000US13121008903"
2017,"2017",0,"Total",78924,10052,"Census Tract 89.04, Fulton County, GA","14000US13121008904"
2017,"2017",0,"Total",105197,15947,"Census Tract 90, Fulton County, GA","14000US13121009000"
2017,"2017",0,"Total",76981,6670,"Census Tract 91.01, Fulton County, GA","14000US13121009101"
2017,"2017",0,"Total",54174,14988,"Census Tract 91.02, Fulton County, GA","14000US13121009102"
2017,"2017",0,"Total",65957,3938,"Census Tract 92, Fulton County, GA","14000US13121009200"
2017,"2017",0,"Total",100844,20079,"Census Tract 93, Fulton County, GA","14000US13121009300"
2017,"2017",0,"Total",69034,6438,"Census Tract 94.02, Fulton County, GA","14000US13121009402"
2017,"2017",0,"Total",45102,7166,"Census Tract 94.03, Fulton County, GA","14000US13121009403"
2017,"2017",0,"Total",73649,21972,"Census Tract 94.04, Fulton County, GA","14000US13121009404"
2017,"2017",0,"Total",149688,41764,"Census Tract 95.01, Fulton County, GA","14000US13121009501"
2017,"2017",0,"Total",89298,13100,"Census Tract 95.02, Fulton County, GA","14000US13121009502"
2017,"2017",0,"Total",94265,17055,"Census Tract 96.01, Fulton County, GA","14000US13121009601"
2017,"2017",0,"Total",101689,18908,"Census Tract 96.02, Fulton County, GA","14000US13121009602"
2017,"2017",0,"Total",75987,10789,"Census Tract 96.03, Fulton County, GA","14000US13121009603"
2017,"2017",0,"Total",200179,49875,"Census Tract 97, Fulton County, GA","14000US13121009700"
2017,"2017",0,"Total",105536,17508,"Census Tract 98.01, Fulton County, GA","14000US13121009801"
2017,"2017",0,"Total",158800,23540,"Census Tract 98.02, Fulton County, GA","14000US13121009802"
2017,"2017",0,"Total",124643,24726,"Census Tract 99, Fulton County, GA","14000US13121009900"
2017,"2017",0,"Total",103894,28218.000000000004,"Census Tract 100.01, Fulton County, GA","14000US13121010001"
2017,"2017",0,"Total",138864,27690.000000000004,"Census Tract 100.02, Fulton County, GA","14000US13121010002"
2017,"2017",0,"Total",66186,9945,"Census Tract 101.14, Fulton County, GA","14000US13121010114"
2017,"2017",0,"Total",177188,37356,"Census Tract 102.06, Fulton County, GA","14000US13121010206"
2017,"2017",0,"Total",138393,74558,"Census Tract 102.11, Fulton County, GA","14000US13121010211"
2017,"2017",0,"Total",63209,5468,"Census Tract 103.03, Fulton County, GA","14000US13121010303"
2017,"2017",0,"Total",44828,6584,"Census Tract 108, Fulton County, GA","14000US13121010800"
2017,"2017",0,"Total",16087,6874,"Census Tract 118, Fulton County, GA","14000US13121011800"
2017,"2017",0,"Total",26032,7415,"Census Tract 119, Fulton County, GA","14000US13121011900"
2017,"2017",0,"Total",28902,8926,"Census Tract 120, Fulton County, GA","14000US13121012000"
2016,"2016",0,"Total",162500,24680,"Census Tract 201, DeKalb County, GA","14000US13089020100"
2016,"2016",0,"Total",95809,20591,"Census Tract 202, DeKalb County, GA","14000US13089020200"
2016,"2016",0,"Total",101923,8147,"Census Tract 203, DeKalb County, GA","14000US13089020300"
2016,"2016",0,"Total",77000,11053,"Census Tract 204, DeKalb County, GA","14000US13089020400"
2016,"2016",0,"Total",44960,9561,"Census Tract 205, DeKalb County, GA","14000US13089020500"
2016,"2016",0,"Total",36908,8656,"Census Tract 206, DeKalb County, GA","14000US13089020600"
2016,"2016",0,"Total",51339,7530,"Census Tract 207, DeKalb County, GA","14000US13089020700"
2016,"2016",0,"Total",80625,25667,"Census Tract 208.01, DeKalb County, GA","14000US13089020801"
2016,"2016",0,"Total",57422,10140,"Census Tract 208.02, DeKalb County, GA","14000US13089020802"
2016,"2016",0,"Total",65008,9074,"Census Tract 209, DeKalb County, GA","14000US13089020900"
2016,"2016",0,"Total",78800,20647,"Census Tract 224.01, DeKalb County, GA","14000US13089022401"
2016,"2016",0,"Total",33678,8637,"Census Tract 237, DeKalb County, GA","14000US13089023700"
2016,"2016",0,"Total",138276,18575,"Census Tract 1, Fulton County, GA","14000US13121000100"
2016,"2016",0,"Total",106045,17937,"Census Tract 2, Fulton County, GA","14000US13121000200"
2016,"2016",0,"Total",92361,27837,"Census Tract 4, Fulton County, GA","14000US13121000400"
2016,"2016",0,"Total",92176,22945,"Census Tract 5, Fulton County, GA","14000US13121000500"
2016,"2016",0,"Total",44554,4492,"Census Tract 6, Fulton County, GA","14000US13121000600"
2016,"2016",0,"Total",69722,21579,"Census Tract 7, Fulton County, GA","14000US13121000700"
2016,"2016",0,"Total",75556,21087,"Census Tract 10.01, Fulton County, GA","14000US13121001001"
2016,"2016",0,"Total",25882,11353,"Census Tract 10.02, Fulton County, GA","14000US13121001002"
2016,"2016",0,"Total",88125,8336,"Census Tract 11, Fulton County, GA","14000US13121001100"
2016,"2016",0,"Total",55797,10494,"Census Tract 12.01, Fulton County, GA","14000US13121001201"
2016,"2016",0,"Total",75195,10126,"Census Tract 12.02, Fulton County, GA","14000US13121001202"
2016,"2016",0,"Total",59756,11996,"Census Tract 13, Fulton County, GA","14000US13121001300"
2016,"2016",0,"Total",77238,8753,"Census Tract 14, Fulton County, GA","14000US13121001400"
2016,"2016",0,"Total",60356,10036,"Census Tract 15, Fulton County, GA","14000US13121001500"
2016,"2016",0,"Total",64412,14161,"Census Tract 16, Fulton County, GA","14000US13121001600"
2016,"2016",0,"Total",54348,3771,"Census Tract 17, Fulton County, GA","14000US13121001700"
2016,"2016",0,"Total",32014,8275,"Census Tract 18, Fulton County, GA","14000US13121001800"
2016,"2016",0,"Total",58693,16230,"Census Tract 19, Fulton County, GA","14000US13121001900"
2016,"2016",0,"Total",38068,8898,"Census Tract 21, Fulton County, GA","14000US13121002100"
2016,"2016",0,"Total",26793,5123,"Census Tract 23, Fulton County, GA","14000US13121002300"
2016,"2016",0,"Total",30000,6983,"Census Tract 24, Fulton County, GA","14000US13121002400"
2016,"2016",0,"Total",23767,3001,"Census Tract 25, Fulton County, GA","14000US13121002500"
2016,"2016",0,"Total",23598,4475,"Census Tract 26, Fulton County, GA","14000US13121002600"
2016,"2016",0,"Total",21851,3584,"Census Tract 28, Fulton County, GA","14000US13121002800"
2016,"2016",0,"Total",60083,6260,"Census Tract 29, Fulton County, GA","14000US13121002900"
2016,"2016",0,"Total",89029,5296,"Census Tract 30, Fulton County, GA","14000US13121003000"
2016,"2016",0,"Total",43170,7876,"Census Tract 31, Fulton County, GA","14000US13121003100"
2016,"2016",0,"Total",70000,5152,"Census Tract 32, Fulton County, GA","14000US13121003200"
2016,"2016",0,"Total",53781,3695,"Census Tract 35, Fulton County, GA","14000US13121003500"
2016,"2016",0,"Total",38558,16224,"Census Tract 36, Fulton County, GA","14000US13121003600"
2016,"2016",0,"Total",23839,22548,"Census Tract 37, Fulton County, GA","14000US13121003700"
2016,"2016",0,"Total",22000,5585,"Census Tract 38, Fulton County, GA","14000US13121003800"
2016,"2016",0,"Total",29403,7215,"Census Tract 39, Fulton County, GA","14000US13121003900"
2016,"2016",0,"Total",27167,8795,"Census Tract 40, Fulton County, GA","14000US13121004000"
2016,"2016",0,"Total",30956,7009,"Census Tract 41, Fulton County, GA","14000US13121004100"
2016,"2016",0,"Total",17843,5631,"Census Tract 42, Fulton County, GA","14000US13121004200"
2016,"2016",0,"Total",28016,7136.999999999999,"Census Tract 43, Fulton County, GA","14000US13121004300"
2016,"2016",0,"Total",19754,4486,"Census Tract 44, Fulton County, GA","14000US13121004400"
2016,"2016",0,"Total",17500,7200,"Census Tract 48, Fulton County, GA","14000US13121004800"
2016,"2016",0,"Total",66786,18006,"Census Tract 49, Fulton County, GA","14000US13121004900"
2016,"2016",0,"Total",61607,8841,"Census Tract 50, Fulton County, GA","14000US13121005000"
2016,"2016",0,"Total",88591,15489,"Census Tract 52, Fulton County, GA","14000US13121005200"
2016,"2016",0,"Total",95259,13785.000000000002,"Census Tract 53, Fulton County, GA","14000US13121005300"
2016,"2016",0,"Total",20000,16956,"Census Tract 55.01, Fulton County, GA","14000US13121005501"
2016,"2016",0,"Total",16675,4709,"Census Tract 55.02, Fulton County, GA","14000US13121005502"
2016,"2016",0,"Total",17782,4426,"Census Tract 57, Fulton County, GA","14000US13121005700"
2016,"2016",0,"Total",30652,6631,"Census Tract 58, Fulton County, GA","14000US13121005800"
2016,"2016",0,"Total",31909,5207,"Census Tract 60, Fulton County, GA","14000US13121006000"
2016,"2016",0,"Total",30256,11596,"Census Tract 61, Fulton County, GA","14000US13121006100"
2016,"2016",0,"Total",24625,9463,"Census Tract 62, Fulton County, GA","14000US13121006200"
2016,"2016",0,"Total",24509,4015,"Census Tract 63, Fulton County, GA","14000US13121006300"
2016,"2016",0,"Total",44028,14820,"Census Tract 64, Fulton County, GA","14000US13121006400"
2016,"2016",0,"Total",40375,10133,"Census Tract 65, Fulton County, GA","14000US13121006500"
2016,"2016",0,"Total",29674,7440,"Census Tract 66.01, Fulton County, GA","14000US13121006601"
2016,"2016",0,"Total",17857,4791,"Census Tract 66.02, Fulton County, GA","14000US13121006602"
2016,"2016",0,"Total",20895,2286,"Census Tract 67, Fulton County, GA","14000US13121006700"
2016,"2016",0,"Total",6815,3421,"Census Tract 68.02, Fulton County, GA","14000US13121006802"
2016,"2016",0,"Total",51429,18264,"Census Tract 69, Fulton County, GA","14000US13121006900"
2016,"2016",0,"Total",19939,7201,"Census Tract 70.01, Fulton County, GA","14000US13121007001"
2016,"2016",0,"Total",33536,12186,"Census Tract 70.02, Fulton County, GA","14000US13121007002"
2016,"2016",0,"Total",20938,1872.0000000000002,"Census Tract 71, Fulton County, GA","14000US13121007100"
2016,"2016",0,"Total",24297,4966,"Census Tract 72, Fulton County, GA","14000US13121007200"
2016,"2016",0,"Total",22180,4342,"Census Tract 73, Fulton County, GA","14000US13121007300"
2016,"2016",0,"Total",17953,3267,"Census Tract 74, Fulton County, GA","14000US13121007400"
2016,"2016",0,"Total",20051,4981,"Census Tract 75, Fulton County, GA","14000US13121007500"
2016,"2016",0,"Total",31951,5790,"Census Tract 76.02, Fulton County, GA","14000US13121007602"
2016,"2016",0,"Total",13819,1911.9999999999998,"Census Tract 76.03, Fulton County, GA","14000US13121007603"
2016,"2016",0,"Total",15493,3407,"Census Tract 76.04, Fulton County, GA","14000US13121007604"
2016,"2016",0,"Total",40058,4781,"Census Tract 77.03, Fulton County, GA","14000US13121007703"
2016,"2016",0,"Total",31537,3544,"Census Tract 77.04, Fulton County, GA","14000US13121007704"
2016,"2016",0,"Total",20756,2427,"Census Tract 77.05, Fulton County, GA","14000US13121007705"
2016,"2016",0,"Total",39451,5821,"Census Tract 77.06, Fulton County, GA","14000US13121007706"
2016,"2016",0,"Total",46917,8194,"Census Tract 78.02, Fulton County, GA","14000US13121007802"
2016,"2016",0,"Total",29253,3279,"Census Tract 78.05, Fulton County, GA","14000US13121007805"
2016,"2016",0,"Total",27174,8155,"Census Tract 78.06, Fulton County, GA","14000US13121007806"
2016,"2016",0,"Total",18841,5328,"Census Tract 78.07, Fulton County, GA","14000US13121007807"
2016,"2016",0,"Total",11715,1863,"Census Tract 78.08, Fulton County, GA","14000US13121007808"
2016,"2016",0,"Total",56085,6785,"Census Tract 79, Fulton County, GA","14000US13121007900"
2016,"2016",0,"Total",40685,6851,"Census Tract 80, Fulton County, GA","14000US13121008000"
2016,"2016",0,"Total",28924,3901.0000000000005,"Census Tract 81.01, Fulton County, GA","14000US13121008101"
2016,"2016",0,"Total",22673,3340,"Census Tract 81.02, Fulton County, GA","14000US13121008102"
2016,"2016",0,"Total",28745,1619,"Census Tract 82.01, Fulton County, GA","14000US13121008201"
2016,"2016",0,"Total",28355,4424,"Census Tract 82.02, Fulton County, GA","14000US13121008202"
2016,"2016",0,"Total",31977,6017,"Census Tract 83.01, Fulton County, GA","14000US13121008301"
2016,"2016",0,"Total",27869,2612,"Census Tract 83.02, Fulton County, GA","14000US13121008302"
2016,"2016",0,"Total",20625,3035,"Census Tract 84, Fulton County, GA","14000US13121008400"
2016,"2016",0,"Total",28556,3607.0000000000005,"Census Tract 85, Fulton County, GA","14000US13121008500"
2016,"2016",0,"Total",20777,4459,"Census Tract 86.01, Fulton County, GA","14000US13121008601"
2016,"2016",0,"Total",35649,3479,"Census Tract 86.02, Fulton County, GA","14000US13121008602"
2016,"2016",0,"Total",27395,2522,"Census Tract 87, Fulton County, GA","14000US13121008700"
2016,"2016",0,"Total",94196,16061,"Census Tract 88, Fulton County, GA","14000US13121008800"
2016,"2016",0,"Total",60802,7774.999999999999,"Census Tract 89.02, Fulton County, GA","14000US13121008902"
2016,"2016",0,"Total",64323,9260,"Census Tract 89.03, Fulton County, GA","14000US13121008903"
2016,"2016",0,"Total",77055,13281,"Census Tract 89.04, Fulton County, GA","14000US13121008904"
2016,"2016",0,"Total",104459,3253,"Census Tract 90, Fulton County, GA","14000US13121009000"
2016,"2016",0,"Total",73651,5790,"Census Tract 91.01, Fulton County, GA","14000US13121009101"
2016,"2016",0,"Total",52339,25723,"Census Tract 91.02, Fulton County, GA","14000US13121009102"
2016,"2016",0,"Total",64902,3570.9999999999995,"Census Tract 92, Fulton County, GA","14000US13121009200"
2016,"2016",0,"Total",88389,17316,"Census Tract 93, Fulton County, GA","14000US13121009300"
2016,"2016",0,"Total",64342,6745.999999999999,"Census Tract 94.02, Fulton County, GA","14000US13121009402"
2016,"2016",0,"Total",42708,7709,"Census Tract 94.03, Fulton County, GA","14000US13121009403"
2016,"2016",0,"Total",70970,11888,"Census Tract 94.04, Fulton County, GA","14000US13121009404"
2016,"2016",0,"Total",127288,22203,"Census Tract 95.01, Fulton County, GA","14000US13121009501"
2016,"2016",0,"Total",71307,24311,"Census Tract 95.02, Fulton County, GA","14000US13121009502"
2016,"2016",0,"Total",93576,13378,"Census Tract 96.01, Fulton County, GA","14000US13121009601"
2016,"2016",0,"Total",100142,15514,"Census Tract 96.02, Fulton County, GA","14000US13121009602"
2016,"2016",0,"Total",67063,12620,"Census Tract 96.03, Fulton County, GA","14000US13121009603"
2016,"2016",0,"Total",181250,36688,"Census Tract 97, Fulton County, GA","14000US13121009700"
2016,"2016",0,"Total",117422,34993,"Census Tract 98.01, Fulton County, GA","14000US13121009801"
2016,"2016",0,"Total",142727,25079,"Census Tract 98.02, Fulton County, GA","14000US13121009802"
2016,"2016",0,"Total",133438,39843,"Census Tract 99, Fulton County, GA","14000US13121009900"
2016,"2016",0,"Total",101132,32453,"Census Tract 100.01, Fulton County, GA","14000US13121010001"
2016,"2016",0,"Total",140795,18218,"Census Tract 100.02, Fulton County, GA","14000US13121010002"
2016,"2016",0,"Total",54257,13739,"Census Tract 101.14, Fulton County, GA","14000US13121010114"
2016,"2016",0,"Total",184400,38038,"Census Tract 102.06, Fulton County, GA","14000US13121010206"
2016,"2016",0,"Total",155469,55103.99999999999,"Census Tract 102.11, Fulton County, GA","14000US13121010211"
2016,"2016",0,"Total",61804,10635,"Census Tract 103.03, Fulton County, GA","14000US13121010303"
2016,"2016",0,"Total",43326,6817,"Census Tract 108, Fulton County, GA","14000US13121010800"
2016,"2016",0,"Total",14068,2721,"Census Tract 118, Fulton County, GA","14000US13121011800"
2016,"2016",0,"Total",23185,8457,"Census Tract 119, Fulton County, GA","14000US13121011900"
2016,"2016",0,"Total",19841,10007,"Census Tract 120, Fulton County, GA","14000US13121012000"
2015,"2015",0,"Total",153177,26899,"Census Tract 201, DeKalb County, GA","14000US13089020100"
2015,"2015",0,"Total",102829,24355,"Census Tract 202, DeKalb County, GA","14000US13089020200"
2015,"2015",0,"Total",101875,7320,"Census Tract 203, DeKalb County, GA","14000US13089020300"
2015,"2015",0,"Total",78897,10871,"Census Tract 204, DeKalb County, GA","14000US13089020400"
2015,"2015",0,"Total",41758,7282,"Census Tract 205, DeKalb County, GA","14000US13089020500"
2015,"2015",0,"Total",38452,8450,"Census Tract 206, DeKalb County, GA","14000US13089020600"
2015,"2015",0,"Total",50833,7160,"Census Tract 207, DeKalb County, GA","14000US13089020700"
2015,"2015",0,"Total",75956,14993,"Census Tract 208.01, DeKalb County, GA","14000US13089020801"
2015,"2015",0,"Total",51944,9403,"Census Tract 208.02, DeKalb County, GA","14000US13089020802"
2015,"2015",0,"Total",48535,10011,"Census Tract 209, DeKalb County, GA","14000US13089020900"
2015,"2015",0,"Total",73977,20464,"Census Tract 224.01, DeKalb County, GA","14000US13089022401"
2015,"2015",0,"Total",30477,10080,"Census Tract 237, DeKalb County, GA","14000US13089023700"
2015,"2015",0,"Total",139487,14576,"Census Tract 1, Fulton County, GA","14000US13121000100"
2015,"2015",0,"Total",100985,10354,"Census Tract 2, Fulton County, GA","14000US13121000200"
2015,"2015",0,"Total",102560,35035,"Census Tract 4, Fulton County, GA","14000US13121000400"
2015,"2015",0,"Total",89196,20375,"Census Tract 5, Fulton County, GA","14000US13121000500"
2015,"2015",0,"Total",43146,2481,"Census Tract 6, Fulton County, GA","14000US13121000600"
2015,"2015",0,"Total",71667,28128.000000000004,"Census Tract 7, Fulton County, GA","14000US13121000700"
2015,"2015",0,"Total",75375,13325,"Census Tract 10.01, Fulton County, GA","14000US13121001001"
2015,"2015",0,"Total",30333,11858,"Census Tract 10.02, Fulton County, GA","14000US13121001002"
2015,"2015",0,"Total",81655,4742,"Census Tract 11, Fulton County, GA","14000US13121001100"
2015,"2015",0,"Total",59840,11258,"Census Tract 12.01, Fulton County, GA","14000US13121001201"
2015,"2015",0,"Total",68117,7438,"Census Tract 12.02, Fulton County, GA","14000US13121001202"
2015,"2015",0,"Total",58125,11296,"Census Tract 13, Fulton County, GA","14000US13121001300"
2015,"2015",0,"Total",71469,14258.999999999998,"Census Tract 14, Fulton County, GA","14000US13121001400"
2015,"2015",0,"Total",60182,12058,"Census Tract 15, Fulton County, GA","14000US13121001500"
2015,"2015",0,"Total",60848,13339,"Census Tract 16, Fulton County, GA","14000US13121001600"
2015,"2015",0,"Total",46571,9633,"Census Tract 17, Fulton County, GA","14000US13121001700"
2015,"2015",0,"Total",36815,11499,"Census Tract 18, Fulton County, GA","14000US13121001800"
2015,"2015",0,"Total",54073,16185,"Census Tract 19, Fulton County, GA","14000US13121001900"
2015,"2015",0,"Total",37627,9579,"Census Tract 21, Fulton County, GA","14000US13121002100"
2015,"2015",0,"Total",23088,3847,"Census Tract 23, Fulton County, GA","14000US13121002300"
2015,"2015",0,"Total",31271,3247,"Census Tract 24, Fulton County, GA","14000US13121002400"
2015,"2015",0,"Total",24199,3104,"Census Tract 25, Fulton County, GA","14000US13121002500"
2015,"2015",0,"Total",30046,7139.000000000001,"Census Tract 26, Fulton County, GA","14000US13121002600"
2015,"2015",0,"Total",21938,4095,"Census Tract 28, Fulton County, GA","14000US13121002800"
2015,"2015",0,"Total",59276,7306.000000000001,"Census Tract 29, Fulton County, GA","14000US13121002900"
2015,"2015",0,"Total",83576,12171,"Census Tract 30, Fulton County, GA","14000US13121003000"
2015,"2015",0,"Total",45000,13064,"Census Tract 31, Fulton County, GA","14000US13121003100"
2015,"2015",0,"Total",65168,9287,"Census Tract 32, Fulton County, GA","14000US13121003200"
2015,"2015",0,"Total",50850,6008,"Census Tract 35, Fulton County, GA","14000US13121003500"
2015,"2015",0,"Total",32337,8639,"Census Tract 36, Fulton County, GA","14000US13121003600"
2015,"2015",0,"Total",12411,5926,"Census Tract 37, Fulton County, GA","14000US13121003700"
2015,"2015",0,"Total",19904,7757,"Census Tract 38, Fulton County, GA","14000US13121003800"
2015,"2015",0,"Total",25729,7068,"Census Tract 39, Fulton County, GA","14000US13121003900"
2015,"2015",0,"Total",32813,8753,"Census Tract 40, Fulton County, GA","14000US13121004000"
2015,"2015",0,"Total",26278,6291,"Census Tract 41, Fulton County, GA","14000US13121004100"
2015,"2015",0,"Total",19375,3752,"Census Tract 42, Fulton County, GA","14000US13121004200"
2015,"2015",0,"Total",29238,6136,"Census Tract 43, Fulton County, GA","14000US13121004300"
2015,"2015",0,"Total",18750,4445,"Census Tract 44, Fulton County, GA","14000US13121004400"
2015,"2015",0,"Total",18365,6364,"Census Tract 48, Fulton County, GA","14000US13121004800"
2015,"2015",0,"Total",62683,7792.000000000001,"Census Tract 49, Fulton County, GA","14000US13121004900"
2015,"2015",0,"Total",72500,12616,"Census Tract 50, Fulton County, GA","14000US13121005000"
2015,"2015",0,"Total",76903,10524,"Census Tract 52, Fulton County, GA","14000US13121005200"
2015,"2015",0,"Total",92500,8343,"Census Tract 53, Fulton County, GA","14000US13121005300"
2015,"2015",0,"Total",19691,12851,"Census Tract 55.01, Fulton County, GA","14000US13121005501"
2015,"2015",0,"Total",15682,2069,"Census Tract 55.02, Fulton County, GA","14000US13121005502"
2015,"2015",0,"Total",16172,4253,"Census Tract 57, Fulton County, GA","14000US13121005700"
2015,"2015",0,"Total",26250,7722,"Census Tract 58, Fulton County, GA","14000US13121005800"
2015,"2015",0,"Total",28707,6223,"Census Tract 60, Fulton County, GA","14000US13121006000"
2015,"2015",0,"Total",31719,10619,"Census Tract 61, Fulton County, GA","14000US13121006100"
2015,"2015",0,"Total",22139,5955,"Census Tract 62, Fulton County, GA","14000US13121006200"
2015,"2015",0,"Total",21875,4109,"Census Tract 63, Fulton County, GA","14000US13121006300"
2015,"2015",0,"Total",30179,12351,"Census Tract 64, Fulton County, GA","14000US13121006400"
2015,"2015",0,"Total",41678,3009,"Census Tract 65, Fulton County, GA","14000US13121006500"
2015,"2015",0,"Total",36957,9891,"Census Tract 66.01, Fulton County, GA","14000US13121006601"
2015,"2015",0,"Total",16761,4173,"Census Tract 66.02, Fulton County, GA","14000US13121006602"
2015,"2015",0,"Total",20369,1878,"Census Tract 67, Fulton County, GA","14000US13121006700"
2015,"2015",0,"Total",45565,9436,"Census Tract 69, Fulton County, GA","14000US13121006900"
2015,"2015",0,"Total",21587,6701,"Census Tract 70.01, Fulton County, GA","14000US13121007001"
2015,"2015",0,"Total",26329,5835,"Census Tract 70.02, Fulton County, GA","14000US13121007002"
2015,"2015",0,"Total",20810,3136,"Census Tract 71, Fulton County, GA","14000US13121007100"
2015,"2015",0,"Total",22332,3994,"Census Tract 72, Fulton County, GA","14000US13121007200"
2015,"2015",0,"Total",22329,5656,"Census Tract 73, Fulton County, GA","14000US13121007300"
2015,"2015",0,"Total",16113,4498,"Census Tract 74, Fulton County, GA","14000US13121007400"
2015,"2015",0,"Total",16196,3799.0000000000005,"Census Tract 75, Fulton County, GA","14000US13121007500"
2015,"2015",0,"Total",31108,4795,"Census Tract 76.02, Fulton County, GA","14000US13121007602"
2015,"2015",0,"Total",13251,1754.9999999999998,"Census Tract 76.03, Fulton County, GA","14000US13121007603"
2015,"2015",0,"Total",13674,5420,"Census Tract 76.04, Fulton County, GA","14000US13121007604"
2015,"2015",0,"Total",43531,4536,"Census Tract 77.03, Fulton County, GA","14000US13121007703"
2015,"2015",0,"Total",33750,5187,"Census Tract 77.04, Fulton County, GA","14000US13121007704"
2015,"2015",0,"Total",21949,3488,"Census Tract 77.05, Fulton County, GA","14000US13121007705"
2015,"2015",0,"Total",40220,7146,"Census Tract 77.06, Fulton County, GA","14000US13121007706"
2015,"2015",0,"Total",48877,5643,"Census Tract 78.02, Fulton County, GA","14000US13121007802"
2015,"2015",0,"Total",31797,7773,"Census Tract 78.05, Fulton County, GA","14000US13121007805"
2015,"2015",0,"Total",28333,8118.999999999999,"Census Tract 78.06, Fulton County, GA","14000US13121007806"
2015,"2015",0,"Total",20775,7221,"Census Tract 78.07, Fulton County, GA","14000US13121007807"
2015,"2015",0,"Total",11766,3532,"Census Tract 78.08, Fulton County, GA","14000US13121007808"
2015,"2015",0,"Total",52181,11617,"Census Tract 79, Fulton County, GA","14000US13121007900"
